name,year,selling_price, km_driven ,fuel,seller_type,transmission,owner,Year Grouping
Fiat Linea T Jet Plus,2011,"?500,000","20,000",Petrol,Individual,Manual,First Owner,2011 -2015
Toyota Fortuner 4x2 AT,2014,"?1,800,000","99,000",Diesel,Individual,Automatic,First Owner,2011 -2015
Honda Civic 1.8 V MT,2008,"?320,000","90,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Honda Civic 1.8 S AT,2007,"?250,000","47,000",Petrol,Dealer,Automatic,First Owner,2006 - 2010
Ford Figo Diesel Titanium,2010,"?105,000","90,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Hyundai i20 Active 1.2 SX,2018,"?550,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,"?600,000","1,100",Petrol,Individual,Automatic,First Owner,2016 - 2020
Maruti Alto 800 VXI,2020,"?210,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI Airbag,2012,"?210,000","15,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Alto LXi,2009,"?150,000","40,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai i10 Era 1.1,2008,"?125,000","60,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti Celerio VXI,2016,"?380,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Baleno Delta 1.2,2019,"?600,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VXI Deca,2016,"?490,000","27,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire LDI,2018,"?545,000","38,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Maruti Wagon R VXI BS IV,2015,"?250,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Venue SX Opt Turbo BSIV,2020,"?1,050,000","1,100",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LX Minor,2007,"?100,000","100,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Ford Figo Diesel ZXI,2014,"?250,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Wagon R LX BSIII,2007,"?100,000","110,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Ford Figo 1.5D Ambiente ABS MT,2016,"?350,000","60,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Renault Duster 110PS Diesel RxZ Plus,2012,"?370,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Zen VXi - BS III,2004,"?121,000","110,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,"?570,000","44,077",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Maruti Ertiga SHVS VDI,2017,"?785,000","24,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ciaz S 1.3,2018,"?850,000","30,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI BS IV,2016,"?375,000","30,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti Baleno Alpha 1.2,2017,"?619,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Cruze LTZ,2011,"?335,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,"?500,000","50,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Wagon R LX,2003,"?60,000","100,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Mahindra Ingenio CRDe,2015,"?210,000","210,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,"?1,900,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indigo TDI,2013,"?270,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Wagon R LXI Minor,2010,"?225,000","100,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti SX4 ZXI MT BSIV,2011,"?150,000","160,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Chevrolet Beat Diesel LT,2013,"?173,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
BMW 5 Series 520d Luxury Line,2018,"?4,800,000","9,422",Diesel,Individual,Automatic,First Owner,2016 - 2020
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,"?710,000","110,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Toyota Corolla Altis 1.8 GL,2019,"?1,500,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Baleno Zeta 1.2,2017,"?550,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC BSIII,2008,"?58,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Audi A4 1.8 TFSI,2012,"?1,200,000","60,000",Petrol,Individual,Automatic,Third Owner,2011 -2015
Mahindra Scorpio M2DI,2013,"?500,000","150,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift LXi BSIV,2009,"?120,000","83,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,"?300,000","250,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai EON Era Plus,2018,"?300,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Datsun GO Plus T Option BSIV,2015,"?295,000","21,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ertiga VXI CNG,2018,"?587,000","80,000",CNG,Individual,Manual,First Owner,2016 - 2020
Ambassador Grand 1800 ISZ MPFI PW CL,2012,"?430,000","50,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna i (Petrol),2007,"?123,000","50,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Skoda Laura Ambiente 2.0 TDI CR AT,2012,"?450,000","48,500",Diesel,Individual,Automatic,Second Owner,2011 -2015
Maruti Wagon R LXI Minor,2007,"?130,000","60,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Tata Indica Vista Aqua 1.4 TDI,2010,"?110,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Xylo Celebration Edition BSIV,2010,"?200,000","240,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Hyundai Grand i10 Magna,2015,"?320,000","70,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti Wagon R LXI BS IV,2014,"?300,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Volkswagen CrossPolo 1.2 MPI,2016,"?350,000","110,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ertiga VXI Petrol,2018,"?800,000","50,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Xcent 1.1 CRDi S,2016,"?270,000","175,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 1.2 Magna Executive,2017,"?540,000","60,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI CNG,2011,"?160,000","60,000",CNG,Individual,Manual,Second Owner,2011 -2015
Maruti SX4 VDI,2013,"?340,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Eeco 5 Seater AC BSIV,2017,"?350,000","40,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Volkswagen Vento Diesel Style Limited Edition,2011,"?300,000","100,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Ritz VDi,2013,"?330,000","63,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R LXI CNG,2016,"?325,000","80,000",CNG,Individual,Manual,Second Owner,2016 - 2020
Maruti Swift Dzire VDI,2013,"?250,000","55,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift Star VDI,2013,"?250,000","55,000",Diesel,Individual,Manual,First Owner,2011 -2015
Chevrolet Beat LT Option,2015,"?240,000","60,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,"?545,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Magna 1.1 iTech SE,2015,"?300,000","48,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Renault KWID RXT,2017,"?240,000","50,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Renault KWID 1.0 RXT Optional,2018,"?360,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 1.4 CRDi Magna,2012,"?250,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
Skoda Laura Elegance 2.0 TDI CR AT,2019,"?475,000","105,000",Diesel,Dealer,Automatic,First Owner,2016 - 2020
Hyundai i20 Asta Option 1.4 CRDi,2016,"?600,000","50,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Tata Indigo CR4,2010,"?150,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Ford EcoSport 1.5 Diesel Trend BSIV,2017,"?700,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2016,"?1,290,000","5,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Celerio ZXI AMT BSIV,2018,"?500,000","10,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Hyundai Santro Xing GLS,2012,"?193,000","45,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Honda City i VTEC V,2015,"?800,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI Minor,2008,"?150,000","50,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti 800 AC,2002,"?80,000","40,000",Petrol,Individual,Manual,Fourth & Above Owner,2001 - 2005
Ford Figo Diesel EXI,2010,"?130,000","100,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Ford Figo Diesel EXI,2012,"?280,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Xylo D2 BS IV,2011,"?229,999","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Zen Estilo VXI BSIII,2008,"?80,000","120,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata Nano Cx BSIII,2010,"?70,000","10,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Ritz VDi,2013,"?240,000","60,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Xylo E8,2010,"?380,000","72,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Santro Xing XO,2006,"?80,000","110,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai i10 Era,2013,"?265,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai EON Magna Plus Option,2018,"?320,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Nissan Terrano XL 110 PS,2014,"?500,000","120,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Hyundai Creta 1.6 CRDi SX Option,2016,"?1,300,000","55,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio S11 BSIV,2018,"?1,500,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,"?1,800,000","110,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2014,"?600,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Tiago 1.2 Revotron XT,2018,"?420,000","80,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Zen Estilo LXI BS IV,2009,"?140,000","120,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Skoda Laura Ambiente 2.0 TDI CR MT,2010,"?300,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Santro Xing XL eRLX Euro III,2006,"?100,000","60,000",Petrol,Dealer,Manual,Second Owner,2006 - 2010
Maruti Alto K10 VXI,2017,"?350,000","25,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,"?850,000","19,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Alto LX,2008,"?140,000","54,000",Petrol,Dealer,Manual,First Owner,2006 - 2010
Ford Aspire Titanium Plus BSIV,2015,"?550,000","17,100",Petrol,Dealer,Manual,Second Owner,2016 - 2020
Hyundai Grand i10 Asta Option AT,2017,"?525,000","19,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Ford Ecosport 1.5 DV5 MT Titanium,2015,"?470,000","146,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Ford Endeavour 3.0L 4X4 AT,2013,"?900,000","98,000",Diesel,Dealer,Automatic,First Owner,2011 -2015
Ford Endeavour 2.5L 4X2,2011,"?500,000","224,642",Diesel,Dealer,Manual,Second Owner,2011 -2015
Maruti Zen LXI,1998,"?80,000","120,000",Petrol,Individual,Manual,Second Owner,1992 - 2000
Mahindra Verito 1.5 D2 BSIII,2011,"?175,000","175,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 AT W10 AWD,2017,"?1,350,000","15,000",Diesel,Individual,Automatic,Second Owner,2016 - 2020
Renault Duster 110PS Diesel RxZ,2017,"?800,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Datsun RediGO 1.0 S,2017,"?250,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ignis 1.2 AMT Alpha BSIV,2018,"?700,000","25,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Tata Nexon 1.5 Revotorq XM,2019,"?800,000","25,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2013,"?660,000","69,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift VDI BSIV,2015,"?465,000","60,000",Diesel,Individual,Manual,Third Owner,2016 - 2020
Mahindra Scorpio 2.6 CRDe,2006,"?180,000","222,435",Diesel,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift Dzire VDI,2017,"?600,000","66,000",Diesel,Individual,Manual,Third Owner,2016 - 2020
Ford Fiesta 1.4 ZXi Duratec,2010,"?150,000","110,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 SX,2014,"?450,000","78,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Elite i20 Sportz Plus BSIV,2019,"?721,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift 1.2 DLX,2018,"?300,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio BSIV,2019,"?1,000,000","10,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Renault KWID RXT,2016,"?300,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio LX,2013,"?450,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Esteem AX,1997,"?79,000","70,000",Petrol,Individual,Automatic,First Owner,1992 - 2000
Ford Figo 1.5D Trend MT,2017,"?545,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda Amaze V Diesel BSIV,2018,"?844,999","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Skoda Rapid 1.5 TDI Ambition,2016,"?700,000","93,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Etios VD,2016,"?650,000","159,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Ford Ecosport 1.5 DV5 MT Titanium,2014,"?525,000","75,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Ford Fiesta Classic 1.4 SXI Duratorq,2006,"?110,000","101,100",Diesel,Individual,Manual,Third Owner,2006 - 2010
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,"?180,000","66,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai i10 Era,2012,"?280,000","30,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Renault KWID 1.0 RXT Optional,2019,"?400,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W8 4WD,2012,"?625,000","126,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Volkswagen Vento 1.5 TDI Highline,2015,"?535,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI Optional,2017,"?459,999","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Bolero DI,2010,"?300,000","100,000",Diesel,Individual,Manual,First Owner,2011 -2015
Honda Civic 1.8 V AT,2007,"?280,000","60,000",Petrol,Individual,Automatic,First Owner,2006 - 2010
Honda Mobilio V i VTEC,2014,"?500,000","70,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Creta 1.6 SX,2019,"?1,200,000","1,200",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Sportz AT,2011,"?180,000","134,444",Petrol,Individual,Automatic,Second Owner,2011 -2015
Maruti Alto LXi,2009,"?78,000","120,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Nissan Micra Diesel XV Premium,2011,"?160,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,"?600,000","238,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R LXI Minor,2008,"?110,000","100,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Bolero SLX 4WD BSIII,2011,"?450,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio S9 BSIV,2019,"?1,350,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda City 1.3 DX,2003,"?120,000","165,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Honda BR-V i-DTEC VX MT,2018,"?1,040,000","42,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 CRDi Sportz,2014,"?390,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Nano Lx BSIII,2011,"?65,000","60,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Volkswagen Polo Diesel Highline 1.2L,2013,"?320,000","115,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Volkswagen Ameo 1.5 TDI Highline,2017,"?720,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift ZXI ABS,2007,"?220,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Wagon R LXI BS IV,2011,"?225,000","65,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Tata Manza Aura (ABS) Quadrajet BS IV,2010,"?200,000","150,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Etios GD,2015,"?434,999","75,000",Diesel,Dealer,Manual,Second Owner,2016 - 2020
Ford Figo Diesel Titanium,2012,"?300,000","63,700",Diesel,Individual,Manual,First Owner,2011 -2015
Honda Amaze VX i-DTEC,2018,"?700,000","74,800",Diesel,Individual,Manual,First Owner,2016 - 2020
Ford Endeavour 2.5L 4X2 MT,2009,"?500,000","105,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Renault Duster 85PS Diesel RxE,2016,"?500,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ritz LDi,2016,"?400,000","90,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Toyota Corolla Altis D-4D J,2015,"?825,000","75,000",Diesel,Dealer,Manual,Second Owner,2016 - 2020
Maruti Swift Dzire VDI,2018,"?720,000","15,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC Uniq,2009,"?110,000","30,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,"?600,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio VLX 2WD AT BSIV,2009,"?275,000","155,000",Diesel,Individual,Automatic,Third Owner,2006 - 2010
Land Rover Range Rover Evoque 2.2L Dynamic,2012,"?2,349,000","149,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Hyundai i20 1.4 Sportz,2017,"?740,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Baleno Alpha 1.3,2017,"?800,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna CRDi 1.6 SX Option,2019,"?1,100,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
BMW X1 sDrive20d,2012,"?750,000","100,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Maruti Alto K10 2010-2014 VXI,2012,"?200,000","90,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Tata Spacio SA 6 Seater,2009,"?210,000","75,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Swift VDI BSIV,2009,"?270,000","120,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Toyota Etios 1.4 VXD,2016,"?630,000","90,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Hyundai Xcent 1.2 Kappa S,2015,"?375,000","55,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Xylo D2,2010,"?300,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Bolero Power Plus SLX,2016,"?580,000","95,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Hyundai Verna 1.4 CRDi,2014,"?550,000","50,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Ciaz ZDi Plus SHVS,2016,"?750,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Omni E MPI STD BS IV,2014,"?250,000","60,516",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 SX,2012,"?434,999","235,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mercedes-Benz E-Class 280 CDI,2007,"?900,000","76,731",Diesel,Dealer,Automatic,First Owner,2006 - 2010
Maruti Swift ZDI,2016,"?685,000","64,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Swift VDI BSIV,2014,"?540,000","65,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Honda City i-VTEC CVT ZX,2018,"?1,165,000","13,000",Petrol,Dealer,Automatic,Test Drive Car,2016 - 2020
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,"?610,000","77,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Hyundai EON Era,2011,"?254,999","24,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Nissan Micra Active XV,2014,"?280,000","63,840",Petrol,Dealer,Manual,First Owner,2011 -2015
Tata Tiago 1.2 Revotron XT,2017,"?370,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata New Safari DICOR 2.2 EX 4x2,2011,"?459,999","76,400",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Zen LX,1998,"?42,000","70,000",Petrol,Individual,Manual,Third Owner,1992 - 2000
Fiat Linea Active (Diesel),2011,"?190,000","80,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Fiat Punto 1.4 Emotion,2010,"?165,000","100,000",Petrol,Individual,Manual,Fourth & Above Owner,2011 -2015
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,"?710,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Creta 1.6 SX Option,2018,"?1,200,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Zen Estilo LXI BS IV,2011,"?229,999","70,000",Petrol,Individual,Manual,First Owner,2011 -2015
Renault KWID RXT,2018,"?310,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI BS IV,2015,"?320,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
